"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: mode","Param: numHash","Param: size","Param: sleep","Param: soft","Param: suffix"
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,219.150632,1.189271,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,149.634502,3.504907,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,214.111493,1.465821,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,83.209140,0.465123,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,139.097833,3.544662,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,4.461899,0.019147,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,31.775148,0.251328,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,114.034193,1.234581,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,4.667874,0.022873,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,156.216512,4.214946,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,3.891919,0.504396,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,38.718968,0.355761,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,224.346127,1.724346,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,116.331261,2.751713,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,124.104173,1.675424,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,110.129823,5.073995,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,119.121981,1.422442,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,4.635764,0.045319,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,4.424632,0.027195,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,222.204485,1.781307,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,101.494388,0.343194,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,4.702029,0.027224,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,33.469598,5.877962,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,114.883124,0.795185,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,41.104633,0.112944,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,145.057274,3.067139,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,65.336530,0.464134,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,4.628858,0.264855,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,151.563477,5.315832,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,30.948118,0.220417,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,41.117377,0.557926,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,4.651981,0.024245,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,86.496120,0.352133,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,78.681770,1.267503,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,92.616169,0.775249,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,4.035214,0.736642,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,38.835900,0.139044,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,4.683176,0.026637,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,39.033305,0.152707,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,41.643861,0.117328,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,213.902827,1.556297,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,32.467350,0.225922,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,163.601387,0.863863,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,72.080696,2.211067,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,160.881865,4.928429,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,5.567954,0.946585,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,168.641088,9.088499,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,163.913763,3.896103,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,63.576158,0.192732,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,106.964262,5.073486,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,2.526978,0.042569,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,2.544949,0.093226,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,118.529799,2.350216,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,33.935488,0.353639,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,177.177391,4.487430,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,105.482066,5.504228,"ops/s",fast,0,0,0,32,ks
