"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: mode","Param: numHash","Param: size","Param: sleep","Param: soft","Param: suffix"
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,63.963889,0.247048,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,11.831257,0.289147,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,64.217561,0.081963,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,186.222870,4.002112,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,5.888007,1.016004,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,107.954202,5.740788,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,2.038965,0.038726,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,104.208460,2.898614,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,1.968920,0.056121,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,34.300127,4.846556,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,61.455745,1.213801,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,4.453394,0.056565,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,2.033040,0.049608,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,38.601486,1.442618,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,190.833844,1.382191,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,32.622696,2.124122,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,64.151796,0.022805,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,40.926137,1.497170,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,2.047177,0.036385,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,193.998767,2.371979,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,10.445667,1.253402,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,3.820587,0.467339,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,159.645457,2.400556,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,11.775062,0.121953,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,223.901157,1.386616,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,21.209050,0.097158,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,4.459343,0.026579,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,161.568930,0.919946,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,49.007291,2.032810,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,4.449332,0.026802,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,60.120108,1.619078,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Conversant.bench","thrpt",1,12,76.223414,1.242461,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,64.017151,0.044143,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,168.482676,3.050618,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,18.762361,0.482921,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,108.961896,6.360101,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,158.141697,0.713574,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,174.941513,4.083260,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.ForkJoin.bench","thrpt",1,12,36.913847,1.495678,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Direct.bench","thrpt",1,12,144.782857,10.314745,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.QuasarFair.bench","thrpt",1,12,228.436697,0.715761,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Kilim.bench","thrpt",1,12,4.440621,0.025736,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Stream8.bench","thrpt",1,12,174.209463,1.979776,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,10.604163,0.646460,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,168.295572,2.271517,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,150.144889,1.921035,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Movie.bench","thrpt",1,12,177.143187,2.057653,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.JctoolsFair.bench","thrpt",1,12,2.038766,0.032209,"ops/s",burn,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,40.726638,1.728610,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,13.021316,1.724536,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,180.322756,7.625925,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,70.658733,2.773660,"ops/s",delay,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Push.bench","thrpt",1,12,170.290832,3.355917,"ops/s",all,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Quasar.bench","thrpt",1,12,60.722308,12.322619,"ops/s",fast,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.RxJava.bench","thrpt",1,12,12.354238,1.466610,"ops/s",cost,0,0,0,32,ks
"direct.ShakespearePlaysScrabbleWithQueues.Jctools.bench","thrpt",1,12,40.567393,1.463413,"ops/s",cost,0,0,0,32,ks
